08:32:53,306 INFO  [org.jboss.as.jacorb] (ServerService Thread Pool -- 38) JBAS016300: Activating JacORB Subsystem
08:33:10,706 INFO  [org.hibernate.annotations.common.Version] (MSC service thread 1-13) HCANN000001: Hibernate Commons Annotations {4.0.1.Final}
08:33:10,711 INFO  [org.hibernate.Version] (MSC service thread 1-13) HHH000412: Hibernate Core {4.0.1.Final}
08:33:10,713 INFO  [org.hibernate.cfg.Environment] (MSC service thread 1-13) HHH000206: hibernate.properties not found
08:33:10,716 INFO  [org.hibernate.cfg.Environment] (MSC service thread 1-13) HHH000021: Bytecode provider name : javassist
08:33:10,726 INFO  [org.hibernate.cfg.Configuration] (MSC service thread 1-13) HHH000042: Configuring from file: hibernate.cfg.xml
08:33:10,750 INFO  [org.hibernate.cfg.Configuration] (MSC service thread 1-13) HHH000041: Configured SessionFactory: null
08:33:13,755 INFO  [org.jboss.dashboard.database.hibernate.HibernateInitializer] (MSC service thread 1-13) The underlying database is: h2
08:33:14,016 INFO  [org.hibernate.dialect.Dialect] (MSC service thread 1-13) HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
08:33:14,020 WARN  [org.hibernate.dialect.H2Dialect] (MSC service thread 1-13) HHH000431: Unable to determine H2 database version, certain features may not work
08:33:14,025 INFO  [org.hibernate.engine.jdbc.internal.LobCreatorBuilder] (MSC service thread 1-13) HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
08:33:14,033 INFO  [org.hibernate.engine.transaction.internal.TransactionFactoryInitiator] (MSC service thread 1-13) HHH000399: Using default transaction strategy (direct JDBC transactions)
08:33:14,038 INFO  [org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory] (MSC service thread 1-13) HHH000397: Using ASTQueryTranslatorFactory
08:33:14,060 INFO  [org.hibernate.validator.util.Version] (MSC service thread 1-13) Hibernate Validator 4.2.0.Final
08:33:14,318 WARN  [org.jboss.dashboard.database.DatabaseAutoSynchronizer] (MSC service thread 1-13) Running file 1-create-h2.sql
08:33:14,471 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Loading panels. Scanning dir: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\WEB-INF\etc\panels
08:33:14,477 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\dashboard\dashb_filter.panel
08:33:14,504 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\dashboard\dashb_html_editor.panel
08:33:14,509 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\dashboard\dashb_kpi.panel
08:33:14,515 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\dashboard\dashb_providermgr.panel
08:33:14,519 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\breadCrumb\breadCrumb.panel
08:33:14,524 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\logout\logout.panel
08:33:14,542 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_language_horiz.panel
08:33:14,548 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_sections.panel
08:33:14,553 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_sections_horiz.panel
08:33:14,557 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_sections_vert.panel
08:33:14,562 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_workspace.panel
08:33:14,566 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_workspace_horiz.panel
08:33:14,571 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\navigator_workspace_vert.panel
08:33:14,575 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\navigation\tree\treeMenu.panel
08:33:14,579 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\system\dashboardExport\dashb_export.panel
08:33:14,584 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\system\dashboardImport\dashb_import.panel
08:33:14,589 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\system\dataSourceManagement\DataSourceManager.panel
08:33:14,593 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\panels\system\workspaceExport\workspaceImportexport.panel
08:33:14,769 INFO  [org.jboss.dashboard.cluster.ClusterNodesManager] (MSC service thread 1-13) Registering cluster node with ip address fe80:0:0:0:c92b:767a:4f9b:f35%17
08:33:14,795 INFO  [org.jboss.dashboard.cluster.ClusterNodesManager] (MSC service thread 1-13) Successfuly resgister cluster node with ip address fe80:0:0:0:c92b:767a:4f9b:f35%17 and identifier 1000
08:33:14,797 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.LayoutsManagerImpl
08:33:14,803 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\Default_Layout.zip
08:33:14,835 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\Default_template_with_sliding_menu.zip
08:33:14,859 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\jbpmLayout.zip
08:33:14,869 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\Template_25-50-25.zip
08:33:14,879 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\Template_25-75.zip
08:33:14,887 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\layouts\Template_75-25.zip
08:33:14,896 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Default_Layout
08:33:14,932 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Default_template_with_sliding_menu
08:33:14,975 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_25-50-25
08:33:15,128 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_25-75
08:33:15,162 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_75-25
08:33:15,222 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout jbpmLayout
08:33:15,358 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.EnvelopesManagerImpl
08:33:15,363 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Envelope C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\envelopes\Default_Envelope.zip
08:33:15,373 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Envelope C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\envelopes\jbpmEnvelope.zip
08:33:15,383 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Envelope Default_Envelope
08:33:15,569 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Envelope jbpmEnvelope
08:33:15,741 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.ResourceGalleryManagerImpl
08:33:15,750 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.SkinsManagerImpl
08:33:15,757 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Skin C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\tempcc59433bd24da5b\dashboard-builder.war-7158763509872000\.\WEB-INF\etc\skins\Default_Skin.zip
08:33:15,768 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Skin Default_Skin
08:33:15,848 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) Parsing KPI's XML file: WEB-INF/etc/appdata/initialData/showcaseKPIs.xml
08:33:16,311 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 114.062 Mb bytes. Total = 293.375 Mb. Free = 192.68 Mb (65.676865%)
08:33:16,482 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 1.36 Mb bytes. Total = 245.812 Mb. Free = 193.2 Mb (78.5963%)
08:33:16,637 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 46.383 Mb bytes. Total = 292.375 Mb. Free = 239.583 Mb (81.943665%)
08:33:16,776 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 319.773 Kb bytes. Total = 292.5 Mb. Free = 239.895 Mb (82.0154%)
08:33:16,923 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 299.859 Kb bytes. Total = 293.375 Mb. Free = 239.576 Mb (81.662025%)
08:33:17,150 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed -39617168 bytes bytes. Total = 246.75 Mb. Free = 192.032 Mb (77.824554%)
08:33:17,298 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 42.937 Mb bytes. Total = 289.312 Mb. Free = 234.969 Mb (81.21635%)
08:33:17,474 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed -35839304 bytes bytes. Total = 247.25 Mb. Free = 192.05 Mb (77.67441%)
08:33:17,628 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00000 - Data provider created. dataprovider_63791223772073037, Expense reports demo.
08:33:17,630 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00000 - Data provider created. dataprovider_29881353499006573, Sales dashboard demo.
08:33:17,632 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_64011223773089901, Expense evolution.
08:33:17,634 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30301353506280659, Expected pipeline.
08:33:17,637 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30361353506582145, By status.
08:33:17,639 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30651353683614640, By sales person.
08:33:17,641 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30331353506453066, By sales person.
08:33:17,643 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30831353686700387, By product.
08:33:17,645 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30391353506887646, By product.
08:33:17,647 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30801353685378049, By customer.
