10:16:15,121 INFO  [org.jboss.as.jacorb] (ServerService Thread Pool -- 38) JBAS016300: Activating JacORB Subsystem
10:16:15,443 WARN  [jacorb.codeset] (MSC service thread 1-16) Warning - unknown codeset (Cp1252) - defaulting to ISO-8859-1
10:16:15,464 INFO  [org.jboss.as.jacorb] (MSC service thread 1-16) JBAS016330: CORBA ORB Service started
10:16:15,501 INFO  [org.jboss.as.connector.subsystems.datasources] (MSC service thread 1-12) JBAS010400: Bound data source [java:jboss/datasources/ExampleDS]
10:16:15,501 INFO  [org.jboss.as.connector.subsystems.datasources] (MSC service thread 1-16) JBAS010400: Bound data source [java:jboss/datasources/jbpmDS]
10:16:15,520 INFO  [org.jboss.as.jacorb] (MSC service thread 1-14) JBAS016328: CORBA Naming Service started
10:16:18,229 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-10) live server is starting with configuration HornetQ Configuration (clustered=false,backup=false,sharedStore=true,journalDirectory=C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\data\messagingjournal,bindingsDirectory=C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\data\messagingbindings,largeMessagesDirectory=C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\data\messaginglargemessages,pagingDirectory=C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\data\messagingpaging)
10:16:18,249 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-10) Waiting to obtain live lock
10:16:18,267 INFO  [org.hornetq.core.persistence.impl.journal.JournalStorageManager] (MSC service thread 1-10) Using NIO Journal
10:16:18,479 INFO  [org.hornetq.core.server.impl.FileLockNodeManager] (MSC service thread 1-10) Waiting to obtain live lock
10:16:18,483 INFO  [org.hornetq.core.server.impl.FileLockNodeManager] (MSC service thread 1-10) Live Server Obtained live lock
10:16:20,305 INFO  [org.hornetq.core.remoting.impl.netty.NettyAcceptor] (MSC service thread 1-10) Started Netty Acceptor version 3.2.5.Final-a96d88c localhost:5445 for CORE protocol
10:16:20,309 INFO  [org.hornetq.core.remoting.impl.netty.NettyAcceptor] (MSC service thread 1-10) Started Netty Acceptor version 3.2.5.Final-a96d88c localhost:5455 for CORE protocol
10:16:20,312 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-10) Server is now live
10:16:20,314 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-10) HornetQ Server version 2.2.13.Final (HQ_2_2_13_FINAL_AS7, 122) [e3fae653-6bde-11e4-bbca-001999bf076c]) started
10:16:20,318 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-10) trying to deploy queue jms.topic.testTopic
10:16:20,356 INFO  [org.jboss.as.deployment.connector] (MSC service thread 1-1) JBAS010406: Registered connection factory java:/JmsXA
10:16:20,364 INFO  [org.hornetq.ra.HornetQResourceAdapter] (MSC service thread 1-1) HornetQ resource adaptor started
10:16:20,366 INFO  [org.jboss.as.connector.services.ResourceAdapterActivatorService$ResourceAdapterActivator] (MSC service thread 1-1) IJ020002: Deployed: file://RaActivatorhornetq-ra
10:16:20,370 INFO  [org.jboss.as.deployment.connector] (MSC service thread 1-1) JBAS010401: Bound JCA ConnectionFactory [java:/JmsXA]
10:16:20,678 INFO  [org.jboss.as.messaging] (MSC service thread 1-10) JBAS011601: Bound messaging object to jndi name java:/topic/test
10:16:20,682 INFO  [org.jboss.as.messaging] (MSC service thread 1-10) JBAS011601: Bound messaging object to jndi name java:jboss/exported/jms/topic/test
10:16:20,686 INFO  [org.hornetq.core.server.impl.HornetQServerImpl] (MSC service thread 1-4) trying to deploy queue jms.queue.testQueue
10:16:20,853 INFO  [org.jboss.as.messaging] (MSC service thread 1-4) JBAS011601: Bound messaging object to jndi name java:/queue/test
10:16:20,857 INFO  [org.jboss.as.messaging] (MSC service thread 1-4) JBAS011601: Bound messaging object to jndi name java:jboss/exported/jms/queue/test
10:16:20,866 INFO  [org.jboss.as.messaging] (MSC service thread 1-13) JBAS011601: Bound messaging object to jndi name java:/ConnectionFactory
10:16:20,870 INFO  [org.jboss.as.messaging] (MSC service thread 1-15) JBAS011601: Bound messaging object to jndi name java:jboss/exported/jms/RemoteConnectionFactory
10:16:20,875 INFO  [org.jboss.as.messaging] (MSC service thread 1-15) JBAS011601: Bound messaging object to jndi name java:/RemoteConnectionFactory
10:16:20,906 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-16) JBAS015876: Starting deployment of "jbpm-console.war"
10:16:20,908 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-10) JBAS015876: Starting deployment of "dashboard-builder.war"
10:16:33,978 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.lang:main") which may be changed or removed in future versions without notice.
10:16:33,983 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.lang:main") which may be changed or removed in future versions without notice.
10:16:33,988 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.io:main") which may be changed or removed in future versions without notice.
10:16:33,993 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.io:main") which may be changed or removed in future versions without notice.
10:16:33,998 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.collections:main") which may be changed or removed in future versions without notice.
10:16:34,004 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.collections:main") which may be changed or removed in future versions without notice.
10:16:34,009 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.codec:main") which may be changed or removed in future versions without notice.
10:16:34,015 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.apache.commons.codec:main") which may be changed or removed in future versions without notice.
10:16:34,021 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.jboss.ironjacamar.jdbcadapters:main") which may be changed or removed in future versions without notice.
10:16:34,026 WARN  [org.jboss.as.dependency.private] (MSC service thread 1-11) JBAS018567: Deployment "deployment.dashboard-builder.war" is using a private module ("org.jboss.ironjacamar.jdbcadapters:main") which may be changed or removed in future versions without notice.
10:16:34,082 INFO  [org.jboss.weld.deployer] (MSC service thread 1-7) JBAS016002: Processing weld deployment dashboard-builder.war
10:16:34,156 INFO  [org.jboss.weld.deployer] (MSC service thread 1-2) JBAS016005: Starting Services for CDI deployment: dashboard-builder.war
10:16:34,189 INFO  [org.jboss.weld.Version] (MSC service thread 1-2) WELD-000900 1.1.5 (AS71)
10:16:34,209 INFO  [org.jboss.weld.deployer] (MSC service thread 1-12) JBAS016008: Starting weld service for deployment dashboard-builder.war
10:16:35,350 INFO  [org.jboss.dashboard.ui.controller.ControllerServlet] (MSC service thread 1-13) Application Directory: C:/betsy_master/server/jbpm/jboss-as-7.1.1.Final/standalone/tmp/vfs/temp5d924e2ed045931d/dashboard-builder.war-76ab92676b984c0c/.
10:16:35,353 INFO  [org.jboss.dashboard.ui.controller.ControllerServlet] (MSC service thread 1-13) Application Config Directory: C:/betsy_master/server/jbpm/jboss-as-7.1.1.Final/standalone/tmp/vfs/temp5d924e2ed045931d/dashboard-builder.war-76ab92676b984c0c/./WEB-INF/etc
10:16:35,371 INFO  [org.jboss.dashboard.factory.Factory] (MSC service thread 1-13) Configuring Factory from directory: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\factory
10:16:35,416 INFO  [org.jboss.dashboard.factory.Factory] (MSC service thread 1-13) Factory configured.
10:16:35,535 INFO  [org.hibernate.annotations.common.Version] (MSC service thread 1-13) HCANN000001: Hibernate Commons Annotations {4.0.1.Final}
10:16:35,540 INFO  [org.hibernate.Version] (MSC service thread 1-13) HHH000412: Hibernate Core {4.0.1.Final}
10:16:35,542 INFO  [org.hibernate.cfg.Environment] (MSC service thread 1-13) HHH000206: hibernate.properties not found
10:16:35,544 INFO  [org.hibernate.cfg.Environment] (MSC service thread 1-13) HHH000021: Bytecode provider name : javassist
10:16:35,554 INFO  [org.hibernate.cfg.Configuration] (MSC service thread 1-13) HHH000042: Configuring from file: hibernate.cfg.xml
10:16:35,578 INFO  [org.hibernate.cfg.Configuration] (MSC service thread 1-13) HHH000041: Configured SessionFactory: null
10:16:38,856 INFO  [org.jboss.dashboard.database.hibernate.HibernateInitializer] (MSC service thread 1-13) The underlying database is: h2
10:16:39,134 INFO  [org.hibernate.dialect.Dialect] (MSC service thread 1-13) HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
10:16:39,139 WARN  [org.hibernate.dialect.H2Dialect] (MSC service thread 1-13) HHH000431: Unable to determine H2 database version, certain features may not work
10:16:39,143 INFO  [org.hibernate.engine.jdbc.internal.LobCreatorBuilder] (MSC service thread 1-13) HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
10:16:39,150 INFO  [org.hibernate.engine.transaction.internal.TransactionFactoryInitiator] (MSC service thread 1-13) HHH000399: Using default transaction strategy (direct JDBC transactions)
10:16:39,155 INFO  [org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory] (MSC service thread 1-13) HHH000397: Using ASTQueryTranslatorFactory
10:16:39,175 INFO  [org.hibernate.validator.util.Version] (MSC service thread 1-13) Hibernate Validator 4.2.0.Final
10:16:39,460 WARN  [org.jboss.dashboard.database.DatabaseAutoSynchronizer] (MSC service thread 1-13) Running file 1-create-h2.sql
10:16:39,617 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Loading panels. Scanning dir: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\WEB-INF\etc\panels
10:16:39,623 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\dashboard\dashb_filter.panel
10:16:39,651 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\dashboard\dashb_html_editor.panel
10:16:39,656 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\dashboard\dashb_kpi.panel
10:16:39,661 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\dashboard\dashb_providermgr.panel
10:16:39,666 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\breadCrumb\breadCrumb.panel
10:16:39,671 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\logout\logout.panel
10:16:39,675 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_language_horiz.panel
10:16:39,680 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_sections.panel
10:16:39,684 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_sections_horiz.panel
10:16:39,688 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_sections_vert.panel
10:16:39,692 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_workspace.panel
10:16:39,697 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_workspace_horiz.panel
10:16:39,701 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\navigator_workspace_vert.panel
10:16:39,705 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\navigation\tree\treeMenu.panel
10:16:39,709 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\system\dashboardExport\dashb_export.panel
10:16:39,714 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\system\dashboardImport\dashb_import.panel
10:16:39,719 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\system\dataSourceManagement\DataSourceManager.panel
10:16:39,723 INFO  [org.jboss.dashboard.workspace.PanelsProvidersManagerImpl] (MSC service thread 1-13) Reading file: C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\panels\system\workspaceExport\workspaceImportexport.panel
10:16:39,901 INFO  [org.jboss.dashboard.cluster.ClusterNodesManager] (MSC service thread 1-13) Registering cluster node with ip address fe80:0:0:0:c92b:767a:4f9b:f35%17
10:16:39,927 INFO  [org.jboss.dashboard.cluster.ClusterNodesManager] (MSC service thread 1-13) Successfuly resgister cluster node with ip address fe80:0:0:0:c92b:767a:4f9b:f35%17 and identifier 1000
10:16:39,929 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.LayoutsManagerImpl
10:16:39,935 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\Default_Layout.zip
10:16:39,967 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\Default_template_with_sliding_menu.zip
10:16:39,993 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\jbpmLayout.zip
10:16:40,002 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\Template_25-50-25.zip
10:16:40,012 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\Template_25-75.zip
10:16:40,021 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Layout C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\layouts\Template_75-25.zip
10:16:40,031 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Default_Layout
10:16:41,747 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Default_template_with_sliding_menu
10:16:41,795 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_25-50-25
10:16:41,894 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_25-75
10:16:42,012 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout Template_75-25
10:16:42,708 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Layout jbpmLayout
10:16:42,902 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.EnvelopesManagerImpl
10:16:42,908 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Envelope C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\envelopes\Default_Envelope.zip
10:16:42,923 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Envelope C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\envelopes\jbpmEnvelope.zip
10:16:42,936 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Envelope Default_Envelope
10:16:43,116 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Envelope jbpmEnvelope
10:16:43,420 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.ResourceGalleryManagerImpl
10:16:43,427 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Starting org.jboss.dashboard.workspace.SkinsManagerImpl
10:16:43,430 INFO  [org.jboss.dashboard.workspace.GraphicElementManagerImpl] (MSC service thread 1-13) Deploying to database Skin C:\betsy_master\server\jbpm\jboss-as-7.1.1.Final\standalone\tmp\vfs\temp5d924e2ed045931d\dashboard-builder.war-76ab92676b984c0c\.\WEB-INF\etc\skins\Default_Skin.zip
10:16:43,438 INFO  [org.jboss.dashboard.ui.resources.GraphicElement] (MSC service thread 1-13) Deploying files for org.jboss.dashboard.ui.resources.Skin Default_Skin
10:16:43,773 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) Parsing KPI's XML file: WEB-INF/etc/appdata/initialData/showcaseKPIs.xml
10:16:44,232 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 57.838 Mb bytes. Total = 292.625 Mb. Free = 194.419 Mb (66.43974%)
10:16:44,387 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed -872880 bytes bytes. Total = 246.125 Mb. Free = 193.587 Mb (78.65388%)
10:16:44,539 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 43.695 Mb bytes. Total = 292.75 Mb. Free = 237.282 Mb (81.052704%)
10:16:44,681 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 2.143 Mb bytes. Total = 292.812 Mb. Free = 239.425 Mb (81.767235%)
10:16:44,824 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 225.625 Kb bytes. Total = 294.062 Mb. Free = 239.645 Mb (81.49458%)
10:16:45,046 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 7.075 Mb bytes. Total = 293.25 Mb. Free = 238.827 Mb (81.44143%)
10:16:45,193 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed 2.016 Mb bytes. Total = 294.688 Mb. Free = 240.843 Mb (81.728134%)
10:16:45,382 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-13) Freed -37616808 bytes bytes. Total = 251.812 Mb. Free = 196.327 Mb (77.96572%)
10:16:45,555 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00000 - Data provider created. dataprovider_63791223772073037, Expense reports demo.
10:16:45,558 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00000 - Data provider created. dataprovider_29881353499006573, Sales dashboard demo.
10:16:45,560 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_64011223773089901, Expense evolution.
10:16:45,562 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30301353506280659, Expected pipeline.
10:16:45,564 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30361353506582145, By status.
10:16:45,566 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30651353683614640, By sales person.
10:16:45,568 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30331353506453066, By sales person.
10:16:45,571 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-13) BAM_00001 - Business indicator created. kpi_30831353686700387, By product.
